company;class;symbol;economatica_classification;metric_name;31/03/2016;30/06/2016;30/09/2016;31/12/2016;31/03/2017;30/06/2017;30/09/2017;31/12/2017;31/03/2018;30/06/2018;30/09/2018;31/12/2018;31/03/2019;30/06/2019;30/09/2019;31/12/2019;31/03/2020;30/06/2020;30/09/2020
Recrusul;ON;RCSL3;vehicles;financial_expenses;2981;6155;21961;24007;2052;3504;5193;13354;1883;4432;7239;8066;1045;1917;2906;3734;1046;1297;1651
Recrusul;ON;RCSL3;vehicles;financial_revenue;80;80;647;647;0;0;0;370;0;0;0;1;28;23;24;31;14;15;21
Recrusul;ON;RCSL3;vehicles;short_term_loans;14074;15457;2432;2620;2763;2810;2915;3020;3387;3492;3597;0;0;93;93;93;93;93;93
Recrusul;ON;RCSL3;vehicles;long_term_loans;3393;3450;3530;3600;3677;3693;3712;3726;4102;4124;4156;0;0;0;0;0;0;0;0
Rede D Or;ON;RDOR3;other;net_revenue;0;0;0;0;0;0;0;0;0;0;0;10914892;3033250;6446211;9891531;13319835;3299494;6053345;9861144
Rede D Or;ON;RDOR3;other;cogs;0;0;0;0;0;0;0;0;0;0;0;8109528;2248760;4699143;7253062;9838962;2664263;5411384;8317639
Rede D Or;ON;RDOR3;other;investment;0;0;0;0;0;0;0;0;0;0;0;144529;150585;259481;252875;1226878;1223296;1232782;1235055
Rede D Or;ON;RDOR3;other;ebitda;0;0;0;0;0;0;0;0;0;0;0;2670251;0;0;0;3484649;3339971;2220659;2312915
Rede D Or;ON;RDOR3;other;net_cash_flow;0;0;0;0;0;0;0;0;0;0;0;0;249006;676202;209388;1214258;428929;1435505;659437
Rede D Or;ON;RDOR3;other;operational_expenses;0;0;0;0;0;0;0;0;0;0;0;528382;183153;330754;507426;705021;225458;582063;713270
Rede D Or;ON;RDOR3;other;financial_expenses;0;0;0;0;0;0;0;0;0;0;0;1575101;466380;907281;1741695;2644182;2923783;4471655;7114378
Rede D Or;ON;RDOR3;other;financial_revenue;0;0;0;0;0;0;0;0;0;0;0;943503;212417;395629;914260;1567286;2675706;3918232;6305079
Rede D Or;ON;RDOR3;other;short_term_loans;0;0;0;0;0;0;0;0;0;0;0;607704;760241;706477;633037;584960;744030;858031;537413
Rede D Or;ON;RDOR3;other;long_term_loans;0;0;0;0;0;0;0;0;0;0;0;11238881;13694225;12475531;12521649;14821417;22138294;23382874;23682168
Rede Energia;ON;REDE3;electrical_energy;net_revenue;1855135;3576333;5531734;7739833;1972405;4005779;6493476;8977152;2365839;4888696;7618890;10069539;2687737;5347210;8240492;11198611;2564673;4990220;7793862
Rede Energia;ON;REDE3;electrical_energy;cogs;1658419;3213670;4920966;6652652;1709920;3506578;5743400;7802129;1929994;4058357;6240868;8231316;2140339;4256047;6544198;8870541;2099297;4133644;6156385
Rede Energia;ON;REDE3;electrical_energy;investment;8117;8106;8095;8084;8073;8062;8057;32316;32369;32452;32510;32447;586806;7466;7486;7446;7452;7440;7436
Rede Energia;ON;REDE3;electrical_energy;ebitda;877203;632352;778061;1140844;1266239;1306238;1273709;1316721;1474657;1645100;1808076;1793042;1855469;1990736;2137070;2291102;2195351;2057218;2237788
Rede Energia;ON;REDE3;electrical_energy;net_cash_flow;65317;48373;73690;140969;135048;115064;9655;407063;9465;67508;648354;1003208;296895;71836;106506;117060;416858;517225;1110073
Rede Energia;ON;REDE3;electrical_energy;operational_expenses;116762;194831;225445;457292;67571;188194;284131;448000;103829;223523;445850;656357;145911;290695;436648;665343;168153;294080;430207
Rede Energia;ON;REDE3;electrical_energy;financial_expenses;211972;481560;731595;941581;183994;365418;561654;921241;173172;369956;528787;775330;104649;273232;534205;853293;200624;360095;486745
Rede Energia;ON;REDE3;electrical_energy;financial_revenue;193548;341134;463209;481246;100806;191464;292898;486660;75127;143601;221698;327856;86067;171844;306487;438597;90369;175600;288296
Rede Energia;ON;REDE3;electrical_energy;short_term_loans;547453;824328;835301;756340;817076;651769;625862;841344;638998;520347;806814;532605;497720;1108504;991556;1054513;2131045;2605510;2282233
Rede Energia;ON;REDE3;electrical_energy;long_term_loans;2974159;3353050;3203127;3089033;2977311;3188251;3731022;4085698;4305079;5119797;5209939;6146458;6127999;6697463;6758018;6791970;6728080;6456412;6726669
Renova;UNT N2;RNEW11;electrical_energy;net_revenue;96058;220397;352410;483137;152345;337235;526450;734098;173402;379271;573131;709795;60962;76607;87058;98190;12332;23592;48672
Renova;UNT N2;RNEW11;electrical_energy;cogs;129568;237309;332097;453613;126316;292202;464917;676668;208512;453804;679260;834235;46782;56639;61818;66357;4046;7560;23503
Renova;UNT N2;RNEW11;electrical_energy;investment;888891;916530;952646;947027;1008271;720984;702252;685362;701676;712291;689881;603747;624491;607707;575591;552526;554961;561146;502164
Renova;UNT N2;RNEW11;electrical_energy;ebitda;106723;46033;651828;656522;220480;60602;182994;776113;862125;1068696;1057579;522727;543345;828452;758017;546429;449086;77581;72581
Renova;UNT N2;RNEW11;electrical_energy;net_cash_flow;366442;160463;49417;46316;23738;182758;298835;33785;466;8891;66333;54074;35430;6777;5166;16556;53184;44844;40638
Renova;UNT N2;RNEW11;electrical_energy;operational_expenses;391638;442860;493817;782028;8591;134886;2321;845740;16012;37654;110807;409669;86374;439140;481278;594429;16632;33681;5055
Renova;UNT N2;RNEW11;electrical_energy;financial_expenses;92266;200138;277115;418771;129824;261007;388040;470075;68613;131562;268371;319578;108107;186259;312973;447327;77966;152934;241496
Renova;UNT N2;RNEW11;electrical_energy;financial_revenue;4086;9743;12648;16170;2579;4862;10773;12196;267;808;2182;3175;118;639;731;2992;322;560;274
Renova;UNT N2;RNEW11;electrical_energy;short_term_loans;1102721;1022540;1097369;2715544;1621104;1440155;1038139;1212702;314577;322891;335344;348669;365684;208929;1109402;1506999;1547982;1581109;1628202
Renova;UNT N2;RNEW11;electrical_energy;long_term_loans;1684496;1670052;1669443;93338;89946;141963;221842;80636;68967;67246;65417;63587;61196;216648;384755;55299;53052;56560;52851
Riosulense;PN;RSUL4;vehicles;net_revenue;26106;55628;85538;109031;29269;60118;94904;122529;34555;70831;111220;145185;39971;81029;127547;168072;40458;74945;134916
Riosulense;PN;RSUL4;vehicles;cogs;22189;44690;65314;81630;20873;40339;62265;81313;24010;47540;73579;96560;27771;55693;85387;112316;27213;50789;85522
Riosulense;PN;RSUL4;vehicles;investment;24973;26516;26524;26966;27001;27002;27001;27332;27344;27344;27343;27840;27840;27838;27838;28879;28879;28879;34024
Riosulense;PN;RSUL4;vehicles;ebitda;4251;10639;19881;16103;20462;23304;26428;25468;27935;28232;28602;31854;0;0;0;35540;35686;33600;42870
Riosulense;PN;RSUL4;vehicles;net_cash_flow;2704;7522;5637;18206;2779;3600;990;706;612;3019;7924;1609;805;102;735;1921;660;1208;5921
Riosulense;PN;RSUL4;vehicles;operational_expenses;4755;7823;12329;16226;4904;9379;14421;21600;4624;10179;16093;22378;5843;12035;18757;25500;6770;12873;18787
Riosulense;PN;RSUL4;vehicles;financial_expenses;9111;18107;26340;34000;6267;12191;18110;24746;2891;6910;12765;14665;2582;5174;8723;11034;1754;3240;6948
Riosulense;PN;RSUL4;vehicles;financial_revenue;1866;3116;3625;4179;470;909;7685;17958;411;1468;2544;3316;532;1001;1808;2442;1289;2024;2761
Riosulense;PN;RSUL4;vehicles;short_term_loans;32060;27471;24699;20047;15739;13971;14200;16199;16951;15023;8035;7687;7567;5511;5978;5510;2983;2524;2072
Riosulense;PN;RSUL4;vehicles;long_term_loans;10232;8258;6476;4938;7244;6092;5135;4380;3599;2774;1899;973;254;192;527;465;243;1717;11341
Rni;ON;RDNI3;real_state;net_revenue;88949;164131;309881;385984;74666;143727;216761;289715;50101;91208;148497;182606;78901;144886;224194;319768;55833;168866;238984
Rni;ON;RDNI3;real_state;cogs;71115;137413;259534;347960;73603;145776;211752;278338;44434;75856;114896;142057;68281;119483;174442;235688;45012;133885;191833
Rni;ON;RDNI3;real_state;investment;61926;75705;91454;93315;112460;107184;118446;119341;109919;110977;118913;112605;113276;116058;111241;111056;108268;117306;73644
Rni;ON;RDNI3;real_state;ebitda;28176;11225;6603;59877;94290;110034;111637;73923;64573;45131;34767;28044;21710;12572;5350;12972;8075;16856;27412
Rni;ON;RDNI3;real_state;net_cash_flow;35501;5674;23787;12939;41737;70166;20180;40274;14892;1059;46;24183;16543;36167;41292;44109;52359;9007;18780
Rni;ON;RDNI3;real_state;operational_expenses;6553;30080;63132;105833;25026;54058;72096;95789;18908;39142;57848;74708;17380;33357;50644;75571;22659;39503;33875
Rni;ON;RDNI3;real_state;financial_expenses;14407;28328;42383;52588;11760;22421;32102;42775;7212;13504;34309;29395;7960;15691;23786;31073;6329;18231;33461
Rni;ON;RDNI3;real_state;financial_revenue;20526;35325;47465;60158;12674;21985;33228;44804;10410;19362;45149;43229;5859;18741;25427;32668;13124;13980;16858
Rni;ON;RDNI3;real_state;short_term_loans;229652;220471;280416;224666;231208;239926;250473;254852;223542;115326;80722;98475;103251;130086;120185;93208;118476;163841;156223
Rni;ON;RDNI3;real_state;long_term_loans;441771;358992;403617;400433;331619;215385;124368;72830;85515;209728;219678;219084;273494;253666;269669;315431;295542;293671;286971
Rossi Resid;ON;RSID3;real_state;net_revenue;107069;227852;367387;538002;138619;206960;249852;326028;59896;115315;129323;148724;15835;21827;31051;60789;1085;9456;23703
Rossi Resid;ON;RSID3;real_state;cogs;112017;225599;365026;503127;141015;228150;320081;394492;71632;130268;141694;182938;18857;26486;37551;63377;1184;9916;22407
Rossi Resid;ON;RSID3;real_state;investment;1340032;1223831;1209524;1194984;1164664;1144539;1122567;1046836;549857;530088;508541;297623;291880;288508;286754;282606;281747;276822;273618
Rossi Resid;ON;RSID3;real_state;ebitda;341559;396370;381909;292287;281434;315709;334274;418023;430572;381512;351801;427388;390945;399576;405761;288181;281456;296147;249131
Rossi Resid;ON;RSID3;real_state;net_cash_flow;30665;202759;53131;22663;44909;1464;26757;50981;756;44858;16481;29678;28292;15106;44609;30747;18560;8961;5842
Rossi Resid;ON;RSID3;real_state;operational_expenses;88095;172377;278985;347014;80261;172190;246603;367343;81715;138027;233517;404221;52351;118879;215454;293579;47758;129394;181983
Rossi Resid;ON;RSID3;real_state;financial_expenses;61138;116962;186512;253656;82897;146886;198715;256096;45717;82366;140771;179030;29373;71710;123428;155719;35520;76957;109479
Rossi Resid;ON;RSID3;real_state;financial_revenue;11436;23002;30209;38064;5348;12484;16433;336288;5283;7604;9306;10546;1533;5658;7232;132754;3764;98481;101754
Rossi Resid;ON;RSID3;real_state;short_term_loans;1271421;900063;924961;1016428;833995;908049;806530;613300;782963;744066;480278;189320;156999;181750;195220;934618;1027411;964201;927173
Rossi Resid;ON;RSID3;real_state;long_term_loans;658127;1113548;1101368;1025953;1268470;1166465;1259982;1141519;1118674;1148007;1127239;1414975;1423819;1413547;1410197;528679;437146;410550;450075
Rumo S.A.;ON;RAIL3;transport_and_services;net_revenue;1018479;2214650;3435908;4311713;1199174;2705317;4354227;5946349;1396683;3061228;4938340;6584936;1634946;3363686;5423550;7087840;1423563;3251524;5304191
Rumo S.A.;ON;RAIL3;transport_and_services;cogs;901907;1836305;2798245;3771308;930852;1920186;3010559;4220988;1000714;2117138;3315983;4465634;1153475;2294168;3532491;4608781;1071168;2222053;3473550
Rumo S.A.;ON;RAIL3;transport_and_services;investment;44045;46745;47061;46847;41742;43152;42481;41930;40709;39357;42613;44001;39277;40210;46940;52013;49245;45310;50100
Rumo S.A.;ON;RAIL3;transport_and_services;ebitda;1143786;1560899;1631814;1579047;1722550;1970700;2262769;2757026;2914570;3025507;3177213;3242049;3393596;3474086;3727748;3829428;3605008;4003529;3910961
Rumo S.A.;ON;RAIL3;transport_and_services;net_cash_flow;79400;113631;244699;477599;74543;12452;244275;41197;181147;167137;448368;273609;20736;382820;805550;414105;535715;246209;524607
Rumo S.A.;ON;RAIL3;transport_and_services;operational_expenses;63991;138952;197684;252665;65618;148460;210363;310022;76936;147292;227641;368559;102229;183060;241219;365813;194303;80695;222216
Rumo S.A.;ON;RAIL3;transport_and_services;financial_expenses;358981;778832;1233915;1694171;495329;1076416;1458664;2023845;424418;1273949;1890604;2186188;462057;1000661;1901159;2077027;2032576;2731751;3576518
Rumo S.A.;ON;RAIL3;transport_and_services;financial_revenue;21558;93053;159917;240835;43925;191991;186034;358987;75511;465384;824492;976853;137521;417437;1017713;878900;1501888;2000030;2406933
Rumo S.A.;ON;RAIL3;transport_and_services;short_term_loans;1360778;845837;951853;1467725;1586100;1658246;1412784;1594008;1550218;1348916;1176716;924904;856484;1007237;938724;1064846;1607562;2197134;2270763
Rumo S.A.;ON;RAIL3;transport_and_services;long_term_loans;4282937;6093582;5826526;7055450;9289436;9105069;8714423;8076938;9732869;8798797;8868866;9669477;9745861;9658623;9960626;10654891;13228294;15678303;18784722
Sabesp;ON;SBSP3;other;net_revenue;3027842;6466431;10212238;14098208;3558825;7053460;10589904;14608233;3699668;7371902;11182683;16085094;3878504;7876414;13287007;17983654;4042350;8474896;12913376
Sabesp;ON;SBSP3;other;cogs;1941276;4208427;6445167;9013120;2061416;4302859;6350177;8778963;2139237;4291601;6604890;9086456;2337103;4901082;7280794;10137637;2422012;5240912;8183402
Sabesp;ON;SBSP3;other;investment;86847;87405;87904;89064;90904;92476;93695;94584;98044;88925;89415;92207;104661;108414;110745;100749;103877;107216;109452
Sabesp;ON;SBSP3;other;ebitda;3641772;4006732;4393100;4576233;5026891;4971611;5098776;5263565;5310092;5631036;5628866;6569196;6711211;6541206;8094923;7491717;7425795;7887992;6379858
Sabesp;ON;SBSP3;other;net_cash_flow;318763;182800;71623;294608;232125;573726;287134;232197;429254;718513;558660;38580;361492;543766;34932;16351;785368;812841;70910
Sabesp;ON;SBSP3;other;operational_expenses;457903;790274;1235752;1655481;465380;958626;1301297;1867602;477826;925770;1296981;1821983;399745;1029306;1501631;2134394;617310;1038397;1548189
Sabesp;ON;SBSP3;other;financial_expenses;199924;467747;196730;250366;77100;456536;339509;784634;271032;1252466;1638473;1723873;252656;502108;1316798;1407386;2080441;2825477;3221819
Sabesp;ON;SBSP3;other;financial_revenue;140236;245133;339340;449081;80898;179118;284960;326580;77099;221299;344536;459537;102200;196075;290837;373705;100156;169724;235427
Sabesp;ON;SBSP3;other;short_term_loans;1474032;1595718;1714327;1246567;1444967;1342046;1388013;1746755;1876775;1968966;2104480;2103612;1488194;1523541;1714302;2859843;3284540;3415864;1462293
Sabesp;ON;SBSP3;other;long_term_loans;10719144;10191065;10274629;10717576;10296502;10282765;10499758;10354211;10605701;11217280;11622488;11049184;10692566;11382733;11952681;10384866;11265828;12971497;13918118
Sanepar;UNT N2;SAPR11;other;net_revenue;806624;1682696;2550911;3477525;926431;1835278;2843946;3869401;999424;2019065;3064255;4162205;1098581;2197872;3383208;4722826;1246136;2396175;3562866
Sanepar;UNT N2;SAPR11;other;cogs;358518;709050;1057700;1445108;359778;743168;1142108;1556135;382165;783924;1237302;1680042;429657;881091;1357699;1858933;461545;941224;1444892
Sanepar;UNT N2;SAPR11;other;investment;9445;12179;11828;12403;21085;21334;19869;19466;20088;19344;19597;22585;21397;20463;18259;2671;2567;2700;2442
Sanepar;UNT N2;SAPR11;other;ebitda;975781;1113197;1150794;1170977;1202833;1183620;1258397;1383522;1463575;1543296;1550106;1642028;1685463;1687431;1816226;1971727;2040029;2110014;2016427
Sanepar;UNT N2;SAPR11;other;net_cash_flow;72444;95594;118458;101388;172841;161605;185540;44898;96315;85100;129822;70739;71650;131466;100231;127600;213426;245599;159345
Sanepar;UNT N2;SAPR11;other;operational_expenses;202807;441638;740965;1078551;295883;560239;880302;1177026;273811;557996;861658;1111522;298687;628166;936317;1229608;350543;638249;1000615
Sanepar;UNT N2;SAPR11;other;financial_expenses;60858;119339;183152;244807;60561;126971;175844;314049;69481;120517;203605;264992;58578;118942;177802;245917;67906;115173;186239
Sanepar;UNT N2;SAPR11;other;financial_revenue;31561;45489;59764;80526;27544;54465;76041;91882;13651;31342;46304;59353;12796;28551;43355;65516;15119;30646;44290
Sanepar;UNT N2;SAPR11;other;short_term_loans;255381;353939;370717;379163;396680;478318;553232;562548;569935;384990;472897;478770;523309;526511;362562;357213;372465;528391;560636
Sanepar;UNT N2;SAPR11;other;long_term_loans;2114489;2058164;2309805;2332911;2303275;2137633;2082101;2154290;2144640;2399616;2301227;2292548;2365337;2690406;2748445;2723218;3077954;3134001;3103752
Sansuy;ON;SNSY3;other;net_revenue;78492;167584;262763;353124;88739;178166;282374;385405;94199;195884;316459;423156;106731;215086;338105;455875;110126;193577;348243
Sansuy;ON;SNSY3;other;cogs;69573;144738;225042;302227;81188;164439;257242;350555;87058;179124;288732;391356;102499;202688;311558;413477;97632;172576;298809
Sansuy;ON;SNSY3;other;investment;198;198;198;198;198;198;198;198;198;0;0;0;0;156;1956;1956;1956;1956;1956
Sansuy;ON;SNSY3;other;ebitda;46155;48510;47899;43240;46980;58161;63920;69080;71233;68219;70827;67555;71420;73033;83405;83316;73848;67814;39300
Sansuy;ON;SNSY3;other;net_cash_flow;796;789;3020;7787;4491;1933;1576;1640;1750;2689;3140;4962;454;4987;5962;386;5171;10625;9483
Sansuy;ON;SNSY3;other;operational_expenses;27279;53648;81535;111220;29261;58682;88549;119293;30515;59864;91469;112982;31882;62693;108969;143333;31459;56524;88485
Sansuy;ON;SNSY3;other;financial_expenses;20679;41236;64359;86765;22661;44733;64838;84027;16594;36332;54230;78102;23012;45139;70562;92699;29388;47870;70127
Sansuy;ON;SNSY3;other;financial_revenue;1223;2712;3906;5119;903;1503;3008;3831;805;751;1596;2631;2237;3627;5054;8092;691;1288;1832
Sansuy;ON;SNSY3;other;short_term_loans;51753;51995;49721;50315;45869;49458;53216;55641;57049;62239;69740;73879;73476;75081;81943;86316;86584;61397;80912
Sansuy;ON;SNSY3;other;long_term_loans;16457;14256;16661;14952;14988;13474;13512;12368;10637;9719;7681;11535;10004;9152;11966;10864;9735;26531;28343
Santanense;ON;CTSA3;textile;net_revenue;87757;178224;277408;376607;93399;203462;319423;418543;102095;205675;327419;437418;114813;233960;354366;461513;123410;209477;343109
Santanense;ON;CTSA3;textile;cogs;76745;155529;238632;315061;76134;163524;251540;326347;75607;154022;246902;335962;94104;186488;279417;364944;97580;171091;283052
Santanense;ON;CTSA3;textile;investment;690;690;690;1778;1778;1778;1738;1738;1738;1738;1738;39274;39274;39274;37793;37804;37804;37804;37804
Santanense;ON;CTSA3;textile;ebitda;8592;7738;1000;16492;22192;32620;45163;47804;54983;56437;55358;131593;123937;125052;123229;46976;51479;37404;32241
Santanense;ON;CTSA3;textile;net_cash_flow;7677;6785;22382;8320;25155;892;7352;6128;16764;18701;56534;59341;7751;12908;11298;23960;11992;14198;18057
Santanense;ON;CTSA3;textile;operational_expenses;12066;25405;40024;56589;12651;26615;40436;55833;14639;29610;45437;18786;16753;32451;48976;61907;17359;32894;48837
Santanense;ON;CTSA3;textile;financial_expenses;1190;4861;10160;14584;5914;12671;19216;25758;6700;13351;21091;30392;9581;17615;25607;34023;7889;18006;22665
Santanense;ON;CTSA3;textile;financial_revenue;862;1934;3135;4386;3124;4805;8306;10601;4954;8706;10516;12580;1631;5613;7850;8747;2106;5383;4891
Santanense;ON;CTSA3;textile;short_term_loans;101118;118961;100198;123867;130419;122471;130149;136093;136956;146578;153536;173856;186705;157848;159247;128825;144875;178615;176241
Santanense;ON;CTSA3;textile;long_term_loans;19773;14045;15810;27348;21017;41728;40191;56676;46114;59047;100360;112828;95022;91225;90550;89386;71801;66374;60337
Santos Brp;ON;STBP3;transport_and_services;net_revenue;197167;399455;622111;834101;217603;408685;617942;824052;213718;444325;699980;921515;227220;492137;742279;972594;223817;448666;668934
Santos Brp;ON;STBP3;transport_and_services;cogs;170743;350724;529707;709311;173233;350752;522865;646361;164373;334760;510792;674238;180834;372300;549234;722568;174039;348791;522211
Santos Brp;ON;STBP3;transport_and_services;investment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santos Brp;ON;STBP3;transport_and_services;ebitda;87211;61145;48809;87389;108582;81379;82336;164572;168341;215614;247303;189535;185742;202124;200747;221635;227357;210825;201105
Santos Brp;ON;STBP3;transport_and_services;net_cash_flow;28454;7846;35501;37183;25210;21130;9311;45710;3942;4310;14436;10749;6151;43379;25107;8374;39519;2061;19011
Santos Brp;ON;STBP3;transport_and_services;operational_expenses;38816;62988;102570;133423;35100;77099;108740;146101;43741;92515;142221;181908;46059;93563;140706;164041;46299;90697;127172
Santos Brp;ON;STBP3;transport_and_services;financial_expenses;14049;27520;38566;49711;11054;18592;26922;85959;19627;40625;60731;82434;23027;46585;74628;98444;24056;43649;64226
Santos Brp;ON;STBP3;transport_and_services;financial_revenue;11730;21812;28229;36065;6080;12325;17961;23194;4987;9833;14967;25246;10024;18664;31546;37455;1611;3298;5291
Santos Brp;ON;STBP3;transport_and_services;short_term_loans;177662;153547;162632;163414;131923;133769;122589;172042;144991;109300;100645;130129;142636;129196;112025;54076;52033;33983;32564
Santos Brp;ON;STBP3;transport_and_services;long_term_loans;119213;110286;68082;66420;34103;142800;111866;61056;75259;108837;108129;97266;75255;350917;348866;382320;384017;401985;401247
Sao Carlos;ON;SCAR3;other;net_revenue;78135;151477;373495;450238;68925;178316;246208;552424;180483;250393;307190;369220;57036;186596;248189;372375;65523;126695;271400
Sao Carlos;ON;SCAR3;other;cogs;15875;26947;80783;91614;10549;36710;47941;180546;103782;127606;137705;151890;10456;29081;40019;95013;11854;23621;52018
